fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,total_acidity,acidity_ratio,free_sulfur_ratio,sulfur_dioxide_diff,sugar_alcohol_ratio,sweetness_index,mineral_content,ph_acidity_interaction,wine_body,quality_class
10.8,0.29,0.42,1.6,0.084,19.0,27.0,0.99545,3.28,0.73,11.9,11.51,36.0,0.70344,8.0,0.13434,1.4096,0.814,37.7528,11.84586,1
7.1,0.715,0.0,2.35,0.071,21.0,47.0,0.99632,3.29,0.45,9.4,7.815,9.7931,0.44671,26.0,0.24973,2.1291,0.521,25.71135,9.36541,1
9.1,0.66,0.15,3.2,0.097,9.0,59.0,0.99976,3.28,0.54,9.6,9.91,13.58209,0.15252,50.0,0.33299,2.8928,0.637,32.5048,9.5977,1
7.0,0.685,0.0,1.9,0.099,9.0,22.0,0.99606,3.34,0.6,9.7,7.685,10.07194,0.40891,13.0,0.19567,1.7157,0.699,25.6679,9.66178,1
4.9,0.42,0.0,2.1,0.048,16.0,42.0,0.99154,3.71,0.74,14.0,5.32,11.39535,0.38086,26.0,0.14989,1.806,0.788,19.7372,13.88156,2
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,7.37,12.18182,0.41655,21.0,0.20387,1.804,0.716,26.6057,9.77354,1
6.7,0.54,0.13,2.0,0.076,15.0,36.0,0.9973,3.61,0.64,9.8,7.37,12.18182,0.41655,21.0,0.20387,1.804,0.716,26.6057,9.77354,1
7.1,0.48,0.28,2.8,0.068,6.0,16.0,0.99682,3.24,0.53,10.3,7.86,14.4898,0.37477,10.0,0.27158,2.5116,0.598,25.4664,10.26725,1
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,7.7,15.10638,0.4053,22.0,0.26144,2.5004,0.566,25.872,10.65977,1
7.5,0.27,0.34,2.3,0.05,4.0,8.0,0.9951,3.4,0.64,11.0,8.11,26.78571,0.49938,4.0,0.2089,2.047,0.69,27.574,10.9461,2
7.1,0.46,0.14,2.8,0.076,15.0,37.0,0.99624,3.36,0.49,10.7,7.7,15.10638,0.4053,22.0,0.26144,2.5004,0.566,25.872,10.65977,1
7.8,0.57,0.09,2.3,0.065,34.0,45.0,0.99417,3.46,0.74,12.7,8.46,13.44828,0.75539,11.0,0.18096,2.0079,0.805,29.2716,12.62596,2
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.59,9.51613,0.66639,8.0,0.18902,1.8669,0.841,23.4604,11.03074,1
7.5,0.685,0.07,2.5,0.058,5.0,9.0,0.99632,3.38,0.55,10.9,8.255,10.79137,0.55494,4.0,0.22915,2.2275,0.608,27.9019,10.85989,0
5.9,0.61,0.08,2.1,0.071,16.0,24.0,0.99376,3.56,0.77,11.1,6.59,9.51613,0.66639,8.0,0.18902,1.8669,0.841,23.4604,11.03074,1
10.4,0.44,0.42,1.5,0.145,34.0,48.0,0.99832,3.38,0.86,9.9,11.26,23.11111,0.70819,14.0,0.15136,1.3515,1.005,38.0588,9.88337,0
11.6,0.47,0.44,1.6,0.147,36.0,51.0,0.99836,3.38,0.86,9.9,12.51,24.16667,0.70574,15.0,0.16145,1.4416,1.007,42.2838,9.88376,0
8.8,0.685,0.26,1.6,0.088,16.0,23.0,0.99694,3.32,0.47,9.4,9.745,12.66187,0.69535,7.0,0.17003,1.4496,0.558,32.3534,9.37124,1
7.6,0.665,0.1,1.5,0.066,27.0,55.0,0.99655,3.39,0.51,9.3,8.365,11.25926,0.49082,28.0,0.16112,1.3605,0.576,28.35735,9.26792,1
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7.26,23.10345,0.35996,64.0,0.20495,2.1192,0.402,23.6676,11.59049,2
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.99064,3.26,0.39,11.7,7.26,23.10345,0.35996,64.0,0.20495,2.1192,0.402,23.6676,11.59049,2
10.1,0.31,0.35,1.6,0.075,9.0,28.0,0.99672,3.24,0.83,11.2,10.76,31.5625,0.32131,19.0,0.14273,1.4208,0.905,34.8624,11.16326,2
6.0,0.5,0.04,2.2,0.092,13.0,26.0,0.99647,3.46,0.47,10.0,6.54,11.76471,0.49981,13.0,0.21978,1.98,0.562,22.6284,9.9647,1
11.1,0.42,0.47,2.65,0.085,9.0,34.0,0.99736,3.24,0.77,12.1,11.99,25.81395,0.26463,25.0,0.21883,2.32935,0.855,38.8476,12.06806,2
6.6,0.66,0.0,3.0,0.115,21.0,31.0,0.99629,3.45,0.63,10.3,7.26,9.85075,0.6772,10.0,0.29098,2.691,0.745,25.047,10.26179,1
10.6,0.5,0.45,2.6,0.119,34.0,68.0,0.99708,3.23,0.72,10.9,11.55,20.78431,0.49993,34.0,0.23831,2.3166,0.839,37.3065,10.86817,1
7.1,0.685,0.35,2.0,0.088,9.0,92.0,0.9963,3.28,0.62,9.4,8.135,10.21583,0.09782,83.0,0.21254,1.812,0.708,26.6828,9.36522,1
9.9,0.25,0.46,1.7,0.062,26.0,42.0,0.9959,3.18,0.83,10.6,10.61,38.07692,0.6189,16.0,0.16023,1.5198,0.892,33.7398,10.55654,1
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.25,9.84615,0.45147,17.0,0.18349,1.6236,0.741,26.0275,9.76952,1
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.25,9.84615,0.45147,17.0,0.18349,1.6236,0.741,26.0275,9.76952,1
7.4,0.68,0.16,1.8,0.078,12.0,39.0,0.9977,3.5,0.7,9.9,8.24,10.72464,0.30761,27.0,0.18163,1.6218,0.778,28.84,9.87723,1
6.4,0.64,0.21,1.8,0.081,14.0,31.0,0.99689,3.59,0.66,9.8,7.25,9.84615,0.45147,17.0,0.18349,1.6236,0.741,26.0275,9.76952,1
6.4,0.63,0.21,1.6,0.08,12.0,32.0,0.99689,3.58,0.66,9.8,7.24,10.0,0.37488,20.0,0.1631,1.4432,0.74,25.9192,9.76952,1
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,10.17,21.13636,0.40891,13.0,0.19979,1.7195,0.635,33.3576,9.47226,1
9.3,0.43,0.44,1.9,0.085,9.0,22.0,0.99708,3.28,0.55,9.5,10.17,21.13636,0.40891,13.0,0.19979,1.7195,0.635,33.3576,9.47226,1
8.0,0.42,0.32,2.5,0.08,26.0,122.0,0.99801,3.22,1.07,9.7,8.74,18.60465,0.2131,96.0,0.25747,2.2575,1.15,28.1428,9.6807,1
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,10.05,25.13514,0.74532,14.0,0.13749,1.3365,0.81,34.8735,10.86207,1
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,10.05,25.13514,0.74532,14.0,0.13749,1.3365,0.81,34.8735,10.86207,1
7.6,0.735,0.02,2.5,0.071,10.0,14.0,0.99538,3.51,0.71,11.7,8.355,10.20134,0.71378,4.0,0.21349,2.2075,0.781,29.32605,11.64595,2
9.3,0.36,0.39,1.5,0.08,41.0,55.0,0.99652,3.47,0.73,10.9,10.05,25.13514,0.74532,14.0,0.13749,1.3365,0.81,34.8735,10.86207,1
8.2,0.26,0.34,2.5,0.073,16.0,47.0,0.99594,3.4,0.78,11.3,8.8,30.37037,0.34035,31.0,0.22104,2.2175,0.853,29.92,11.25412,2
11.7,0.28,0.47,1.7,0.054,17.0,32.0,0.99686,3.15,0.67,10.6,12.45,40.34483,0.53108,15.0,0.16023,1.5198,0.724,39.2175,10.56672,2
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,7.58,11.92982,0.62474,9.0,0.16057,1.5984,0.894,25.772,11.13706,1
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,7.88,11.42857,0.17645,70.0,0.28391,2.4435,0.617,27.6588,9.47587,1
5.8,1.01,0.66,2.0,0.039,15.0,88.0,0.99357,3.66,0.6,11.5,7.47,5.68627,0.17044,73.0,0.17376,1.77,0.639,27.3402,11.42606,1
7.5,0.42,0.32,2.7,0.067,7.0,25.0,0.99628,3.24,0.44,10.4,8.24,17.44186,0.27989,18.0,0.25937,2.4192,0.507,26.6976,10.36131,1
7.2,0.62,0.06,2.5,0.078,17.0,84.0,0.99746,3.51,0.53,9.7,7.88,11.42857,0.20236,67.0,0.25747,2.2575,0.608,27.6588,9.67536,1
7.2,0.62,0.06,2.7,0.077,15.0,85.0,0.99746,3.51,0.54,9.5,7.88,11.42857,0.17645,70.0,0.28391,2.4435,0.617,27.6588,9.47587,1
7.2,0.635,0.07,2.6,0.077,16.0,86.0,0.99748,3.51,0.54,9.7,7.905,11.16279,0.18602,70.0,0.26777,2.3478,0.617,27.74655,9.67556,1
6.8,0.49,0.22,2.3,0.071,13.0,24.0,0.99438,3.41,0.83,11.3,7.51,13.6,0.54144,11.0,0.20336,2.0401,0.901,25.6091,11.23649,1
6.9,0.51,0.23,2.0,0.072,13.0,22.0,0.99438,3.4,0.84,11.2,7.64,13.26923,0.59064,9.0,0.17841,1.776,0.912,25.976,11.13706,1
6.8,0.56,0.22,1.8,0.074,15.0,24.0,0.99438,3.4,0.82,11.2,7.58,11.92982,0.62474,9.0,0.16057,1.5984,0.894,25.772,11.13706,1
7.6,0.63,0.03,2.0,0.08,27.0,43.0,0.99578,3.44,0.64,10.9,8.26,11.875,0.62776,16.0,0.18332,1.782,0.72,28.4144,10.854,1
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,8.425,10.62069,0.72076,12.0,0.17782,1.8522,0.634,28.72925,11.72578,1
6.9,0.56,0.03,1.5,0.086,36.0,46.0,0.99522,3.53,0.57,10.6,7.49,12.10526,0.78244,10.0,0.14138,1.341,0.656,26.4397,10.54933,1
7.3,0.35,0.24,2.0,0.067,28.0,48.0,0.99576,3.43,0.54,10.0,7.89,20.27778,0.58321,20.0,0.1998,1.8,0.607,27.0627,9.9576,0
9.1,0.21,0.37,1.6,0.067,6.0,10.0,0.99552,3.23,0.58,11.1,9.68,41.36364,0.5994,4.0,0.14401,1.4224,0.647,31.2664,11.05027,2
10.4,0.38,0.46,2.1,0.104,6.0,10.0,0.99664,3.12,0.65,11.8,11.24,26.66667,0.5994,4.0,0.17782,1.8522,0.754,35.0688,11.76035,2
8.8,0.31,0.4,2.8,0.109,7.0,16.0,0.99614,3.31,0.79,11.8,9.51,27.5,0.43723,9.0,0.23709,2.4696,0.899,31.4781,11.75445,2
7.1,0.47,0.0,2.2,0.067,7.0,14.0,0.99517,3.4,0.58,10.9,7.57,14.79167,0.49964,7.0,0.20165,1.9602,0.647,25.738,10.84735,0
7.7,0.715,0.01,2.1,0.064,31.0,43.0,0.99371,3.41,0.57,11.8,8.425,10.62069,0.72076,12.0,0.17782,1.8522,0.634,28.72925,11.72578,1
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,9.6,14.19355,0.43472,39.0,0.3996,3.6,0.594,30.912,9.9787,1
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,7.84,11.80328,0.20452,70.0,0.26288,2.2625,0.626,27.6752,9.47577,1
9.2,0.56,0.18,1.6,0.078,10.0,21.0,0.99576,3.15,0.49,9.9,9.94,16.14035,0.47596,11.0,0.16145,1.4416,0.568,31.311,9.85802,1
7.6,0.715,0.0,2.1,0.068,30.0,35.0,0.99533,3.48,0.65,11.4,8.315,10.48276,0.8569,5.0,0.18405,1.8606,0.718,28.9362,11.34676,1
8.4,0.31,0.29,3.1,0.194,14.0,26.0,0.99536,3.22,0.78,12.0,9.0,26.25,0.53825,12.0,0.25812,2.728,0.974,28.98,11.94432,1
7.2,0.6,0.04,2.5,0.076,18.0,88.0,0.99745,3.53,0.55,9.5,7.84,11.80328,0.20452,70.0,0.26288,2.2625,0.626,27.6752,9.47577,1
8.8,0.61,0.19,4.0,0.094,30.0,69.0,0.99787,3.22,0.5,10.0,9.6,14.19355,0.43472,39.0,0.3996,3.6,0.594,30.912,9.9787,1
8.9,0.75,0.14,2.5,0.086,9.0,30.0,0.99824,3.34,0.64,10.5,9.79,11.71053,0.2999,21.0,0.23787,2.2375,0.726,32.6986,10.48152,1
9.0,0.8,0.12,2.4,0.083,8.0,28.0,0.99836,3.33,0.65,10.4,9.92,11.11111,0.28561,20.0,0.23055,2.1504,0.733,33.0336,10.38294,1
10.7,0.52,0.38,2.6,0.066,29.0,56.0,0.99577,3.15,0.79,12.1,11.6,20.18868,0.51776,27.0,0.2147,2.2854,0.856,36.54,12.04882,2
6.8,0.57,0.0,2.5,0.072,32.0,64.0,0.99491,3.43,0.56,11.2,7.37,11.72414,0.49992,32.0,0.22302,2.22,0.632,25.2791,11.14299,1
10.7,0.9,0.34,6.6,0.112,23.0,99.0,1.00289,3.22,0.68,9.3,11.94,11.75824,0.2323,76.0,0.70892,5.9862,0.792,38.4468,9.32688,1
7.2,0.34,0.24,2.0,0.071,30.0,52.0,0.99576,3.44,0.58,10.1,7.78,20.57143,0.57681,22.0,0.19782,1.798,0.651,26.7632,10.05718,1
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,7.89,10.74627,0.18602,70.0,0.23687,2.0769,0.648,27.8517,9.67507,1
10.1,0.45,0.23,1.9,0.082,10.0,18.0,0.99774,3.22,0.65,9.3,10.78,21.95652,0.55525,8.0,0.20408,1.7233,0.732,34.7116,9.27898,1
7.2,0.66,0.03,2.3,0.078,16.0,86.0,0.99743,3.53,0.57,9.7,7.89,10.74627,0.18602,70.0,0.23687,2.0769,0.648,27.8517,9.67507,1
7.2,0.63,0.03,2.2,0.08,17.0,88.0,0.99745,3.53,0.58,9.8,7.86,11.25,0.19316,71.0,0.22426,1.9844,0.66,27.7458,9.77501,1
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,7.7,11.83333,0.62776,16.0,0.21475,2.0539,0.66,26.334,10.65185,1
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,9.0,25.9375,0.39526,26.0,0.19185,2.1,0.848,29.79,12.4305,2
7.1,0.59,0.01,2.3,0.08,27.0,43.0,0.9955,3.42,0.58,10.7,7.7,11.83333,0.62776,16.0,0.21475,2.0539,0.66,26.334,10.65185,1
8.3,0.31,0.39,2.4,0.078,17.0,43.0,0.99444,3.31,0.77,12.5,9.0,25.9375,0.39526,26.0,0.19185,2.1,0.848,29.79,12.4305,2
8.3,1.02,0.02,3.4,0.084,6.0,11.0,0.99892,3.48,0.49,11.0,9.34,8.05825,0.54496,5.0,0.30881,3.026,0.574,32.5032,10.98812,0
8.9,0.31,0.36,2.6,0.056,10.0,39.0,0.99562,3.4,0.69,11.8,9.57,27.8125,0.25634,29.0,0.22015,2.2932,0.746,32.538,11.74832,1
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,8.135,11.47287,0.4847,17.0,0.22202,2.1408,0.77,29.1233,10.77149,2
7.4,0.635,0.1,2.4,0.08,16.0,33.0,0.99736,3.58,0.69,10.8,8.135,11.47287,0.4847,17.0,0.22202,2.1408,0.77,29.1233,10.77149,2
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.45,11.33333,0.61077,7.0,0.55504,5.352,0.65,25.4045,10.75896,2
6.8,0.59,0.06,6.0,0.06,11.0,18.0,0.9962,3.41,0.59,10.8,7.45,11.33333,0.61077,7.0,0.55504,5.352,0.65,25.4045,10.75896,2
9.2,0.58,0.2,3.0,0.081,15.0,115.0,0.998,3.23,0.59,9.5,9.98,15.59322,0.13042,100.0,0.31546,2.715,0.671,32.2354,9.481,1
7.2,0.54,0.27,2.6,0.084,12.0,78.0,0.9964,3.39,0.71,11.0,8.01,13.09091,0.15383,66.0,0.23615,2.314,0.794,27.1539,10.9604,1
6.1,0.56,0.0,2.2,0.079,6.0,9.0,0.9948,3.59,0.54,11.5,6.66,10.70175,0.66593,3.0,0.19114,1.947,0.619,23.9094,11.4402,1
7.4,0.52,0.13,2.4,0.078,34.0,61.0,0.99528,3.43,0.59,10.8,8.05,13.96226,0.55729,27.0,0.22202,2.1408,0.668,27.6115,10.74902,1
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,7.995,23.1746,0.63579,4.0,0.10426,1.062,0.579,26.30355,11.42306,1
9.3,0.38,0.48,3.8,0.132,3.0,11.0,0.99577,3.23,0.57,13.2,10.16,23.84615,0.27248,8.0,0.28766,3.2984,0.702,32.8168,13.14416,1
9.1,0.28,0.46,9.0,0.114,3.0,9.0,0.99901,3.18,0.6,10.9,9.84,31.37931,0.33296,6.0,0.82493,8.019,0.714,31.2912,10.88921,1
10.0,0.46,0.44,2.9,0.065,4.0,8.0,0.99674,3.33,0.62,12.2,10.9,21.2766,0.49938,4.0,0.23751,2.5462,0.685,36.297,12.16023,1
9.4,0.395,0.46,4.6,0.094,3.0,10.0,0.99639,3.27,0.64,12.2,10.255,23.20988,0.2997,7.0,0.37674,4.0388,0.734,33.53385,12.15596,2
7.3,0.305,0.39,1.2,0.059,7.0,11.0,0.99331,3.29,0.52,11.5,7.995,23.1746,0.63579,4.0,0.10426,1.062,0.579,26.30355,11.42306,1
8.6,0.315,0.4,2.2,0.079,3.0,6.0,0.99512,3.27,0.67,11.9,9.315,26.46154,0.49917,3.0,0.18472,1.9382,0.749,30.46005,11.84193,1
5.3,0.715,0.19,1.5,0.161,7.0,62.0,0.99395,3.62,0.61,11.0,6.205,7.31034,0.11289,55.0,0.13624,1.335,0.771,22.4621,10.93345,1
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,7.52,16.19048,0.57765,19.0,0.87043,7.9112,0.724,25.4176,10.08222,1
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,9.08,22.7027,0.40501,47.0,0.19982,1.958,0.801,29.964,10.9604,1
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,9.14,13.33333,0.82591,8.0,0.15241,1.5876,0.962,30.8932,11.74147,1
9.6,0.41,0.37,2.3,0.091,10.0,23.0,0.99786,3.24,0.56,10.5,10.38,22.85714,0.43459,13.0,0.21884,2.0585,0.651,33.6312,10.47753,1
8.4,0.36,0.32,2.2,0.081,32.0,79.0,0.9964,3.3,0.72,11.0,9.08,22.7027,0.40501,47.0,0.19982,1.958,0.801,29.964,10.9604,1
8.4,0.62,0.12,1.8,0.072,38.0,46.0,0.99504,3.38,0.89,11.8,9.14,13.33333,0.82591,8.0,0.15241,1.5876,0.962,30.8932,11.74147,1
6.8,0.41,0.31,8.8,0.084,26.0,45.0,0.99824,3.38,0.64,10.1,7.52,16.19048,0.57765,19.0,0.87043,7.9112,0.724,25.4176,10.08222,1
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,9.34,17.91667,0.49982,14.0,0.20517,2.0424,0.855,29.7012,11.14579,1
8.6,0.22,0.36,1.9,0.064,53.0,77.0,0.99604,3.47,0.87,11.0,9.18,37.3913,0.68822,24.0,0.17257,1.691,0.934,31.8546,10.95644,2
9.4,0.24,0.33,2.3,0.061,52.0,73.0,0.99786,3.47,0.9,10.2,9.97,37.6,0.71223,21.0,0.22527,2.0654,0.961,34.5959,10.17817,1
8.4,0.67,0.19,2.2,0.093,11.0,75.0,0.99736,3.2,0.59,9.2,9.26,12.35294,0.14665,64.0,0.23887,1.9976,0.683,29.632,9.17571,0
8.6,0.47,0.27,2.3,0.055,14.0,28.0,0.99516,3.18,0.8,11.2,9.34,17.91667,0.49982,14.0,0.20517,2.0424,0.855,29.7012,11.14579,1
8.7,0.33,0.38,3.3,0.063,10.0,19.0,0.99468,3.3,0.73,12.0,9.41,25.58824,0.52604,9.0,0.27477,2.904,0.793,31.053,11.93616,2
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,7.22,10.64516,0.31987,17.0,0.18078,1.7005,0.81,26.6418,10.47333,1
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,8.02,11.93548,0.34202,25.0,0.20387,1.804,0.724,27.9096,9.7753,1
7.6,0.4,0.29,1.9,0.078,29.0,66.0,0.9971,3.45,0.59,9.5,8.29,18.53659,0.43933,37.0,0.19979,1.7195,0.668,28.6005,9.47245,1
7.4,0.61,0.01,2.0,0.074,13.0,38.0,0.99748,3.48,0.65,9.8,8.02,11.93548,0.34202,25.0,0.20387,1.804,0.724,27.9096,9.7753,1
6.6,0.61,0.01,1.9,0.08,8.0,25.0,0.99746,3.69,0.73,10.5,7.22,10.64516,0.31987,17.0,0.18078,1.7005,0.81,26.6418,10.47333,1
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,9.48,28.3871,0.26385,53.0,0.19475,2.0286,0.78,32.1372,11.74607,1
8.8,0.3,0.38,2.3,0.06,19.0,72.0,0.99543,3.39,0.72,11.8,9.48,28.3871,0.26385,53.0,0.19475,2.0286,0.78,32.1372,11.74607,1
12.0,0.63,0.5,1.4,0.071,6.0,26.0,0.99791,3.07,0.6,10.4,13.13,18.75,0.23068,20.0,0.13449,1.2544,0.671,40.3091,10.37826,0
7.2,0.38,0.38,2.8,0.068,23.0,42.0,0.99356,3.34,0.72,12.9,7.96,18.46154,0.54749,19.0,0.21689,2.4388,0.788,26.5864,12.81692,2
6.2,0.46,0.17,1.6,0.073,7.0,11.0,0.99425,3.61,0.54,11.4,6.83,13.19149,0.63579,4.0,0.14023,1.4176,0.613,24.6563,11.33445,1
9.6,0.33,0.52,2.2,0.074,13.0,25.0,0.99509,3.36,0.76,12.4,10.45,28.23529,0.51979,12.0,0.17728,1.9272,0.834,35.112,12.33912,2
9.9,0.27,0.49,5.0,0.082,9.0,17.0,0.99484,3.19,0.52,12.5,10.66,35.35714,0.5291,8.0,0.39968,4.375,0.602,34.0054,12.4355,2
10.1,0.43,0.4,2.6,0.092,13.0,52.0,0.99834,3.22,0.64,10.0,10.93,22.95455,0.24995,39.0,0.25974,2.34,0.732,35.1946,9.9834,2
9.8,0.5,0.34,2.3,0.094,10.0,45.0,0.99864,3.24,0.6,9.7,10.64,19.21569,0.22217,35.0,0.23687,2.0769,0.694,34.4736,9.68681,2
8.3,0.3,0.49,3.8,0.09,11.0,24.0,0.99498,3.27,0.64,12.1,9.09,26.77419,0.45814,13.0,0.31379,3.3402,0.73,29.7243,12.03926,2
10.2,0.44,0.42,2.0,0.071,7.0,20.0,0.99566,3.14,0.79,11.1,11.06,22.66667,0.34983,13.0,0.18002,1.778,0.861,34.7284,11.05183,2
10.2,0.44,0.58,4.1,0.092,11.0,24.0,0.99745,3.29,0.99,12.0,11.22,22.66667,0.45814,13.0,0.34138,3.608,1.082,36.9138,11.9694,2
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,9.06,28.62069,0.49958,6.0,0.16922,1.8396,0.713,29.5356,12.32659,2
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,9.47,68.46154,0.47596,11.0,0.15113,1.5858,0.835,32.2927,11.84669,2
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,9.47,68.46154,0.47596,11.0,0.15113,1.5858,0.835,32.2927,11.84669,2
8.9,0.12,0.45,1.8,0.075,10.0,21.0,0.99552,3.41,0.76,11.9,9.47,68.46154,0.47596,11.0,0.15113,1.5858,0.835,32.2927,11.84669,2
8.3,0.28,0.48,2.1,0.093,6.0,12.0,0.99408,3.26,0.62,12.4,9.06,28.62069,0.49958,6.0,0.16922,1.8396,0.713,29.5356,12.32659,2
8.2,0.31,0.4,2.2,0.058,6.0,10.0,0.99536,3.31,0.68,11.2,8.91,25.625,0.5994,4.0,0.19625,1.9536,0.738,29.4921,11.14803,2
10.2,0.34,0.48,2.1,0.052,5.0,9.0,0.99458,3.2,0.69,12.1,11.02,29.14286,0.55494,4.0,0.17341,1.8459,0.742,35.264,12.03442,2
7.6,0.43,0.4,2.7,0.082,6.0,11.0,0.99538,3.44,0.54,12.2,8.43,17.27273,0.54496,5.0,0.22113,2.3706,0.622,28.9992,12.14364,1
8.5,0.21,0.52,1.9,0.09,9.0,23.0,0.99648,3.36,0.67,10.4,9.23,38.63636,0.39113,14.0,0.18252,1.7024,0.76,31.0128,10.36339,1
9.0,0.36,0.52,2.1,0.111,5.0,10.0,0.99568,3.31,0.62,11.3,9.88,24.32432,0.4995,5.0,0.18568,1.8627,0.731,32.7028,11.25118,1
9.5,0.37,0.52,2.0,0.088,12.0,51.0,0.99613,3.29,0.58,11.1,10.39,25.0,0.23525,39.0,0.18002,1.778,0.668,34.1831,11.05704,1
6.4,0.57,0.12,2.3,0.12,25.0,36.0,0.99519,3.47,0.71,11.3,7.09,11.03448,0.69425,11.0,0.20336,2.0401,0.83,24.6023,11.24565,2
8.0,0.59,0.05,2.0,0.089,12.0,32.0,0.99735,3.36,0.61,10.0,8.64,13.33333,0.37488,20.0,0.1998,1.8,0.699,29.0304,9.9735,1
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,9.24,17.70833,0.47356,20.0,0.17102,1.6891,0.908,29.1984,11.0465,1
7.1,0.56,0.14,1.6,0.078,7.0,18.0,0.99592,3.27,0.62,9.3,7.8,12.45614,0.38867,11.0,0.17186,1.4512,0.698,25.506,9.26206,1
6.6,0.57,0.02,2.1,0.115,6.0,16.0,0.99654,3.38,0.69,9.5,7.19,11.37931,0.37477,10.0,0.22082,1.9005,0.805,24.3022,9.46713,1
8.8,0.27,0.39,2.0,0.1,20.0,27.0,0.99546,3.15,0.69,11.2,9.46,31.42857,0.74047,7.0,0.17841,1.776,0.79,29.799,11.14915,1
8.5,0.47,0.27,1.9,0.058,18.0,38.0,0.99518,3.16,0.85,11.1,9.24,17.70833,0.47356,20.0,0.17102,1.6891,0.908,29.1984,11.0465,1
8.3,0.34,0.4,2.4,0.065,24.0,48.0,0.99554,3.34,0.86,11.0,9.04,23.71429,0.4999,24.0,0.21798,2.136,0.925,30.1936,10.95094,1
9.0,0.38,0.41,2.4,0.103,6.0,10.0,0.99604,3.13,0.58,11.9,9.79,23.07692,0.5994,4.0,0.20151,2.1144,0.683,30.6427,11.85288,2
8.5,0.66,0.2,2.1,0.097,23.0,113.0,0.99733,3.13,0.48,9.2,9.36,12.68657,0.20352,90.0,0.22801,1.9068,0.577,29.2968,9.17544,1
9.0,0.4,0.43,2.4,0.068,29.0,46.0,0.9943,3.2,0.6,12.2,9.83,21.95122,0.6303,17.0,0.19656,2.1072,0.668,31.456,12.13046,1
6.7,0.56,0.09,2.9,0.079,7.0,22.0,0.99669,3.46,0.61,10.2,7.35,11.75439,0.31804,15.0,0.28404,2.6042,0.689,25.431,10.16624,1
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,11.14,38.51852,0.5994,4.0,0.17415,1.6929,0.936,37.0962,10.86992,1
10.4,0.26,0.48,1.9,0.066,6.0,10.0,0.99724,3.33,0.87,10.9,11.14,38.51852,0.5994,4.0,0.17415,1.6929,0.936,37.0962,10.86992,1
10.1,0.38,0.5,2.4,0.104,6.0,13.0,0.99643,3.22,0.65,11.6,10.98,25.89744,0.46118,7.0,0.20672,2.1216,0.754,35.3556,11.55859,2
